datetime,season,yr,mnth,hr,holiday,weekday,weathersit,temp,hum,windspeed,cnt
2011-01-04 06:00:00,4,0,1,6,0,1,1.0,0.12,0.74,0.1045,36.0
2011-01-04 07:00:00,4,0,1,7,0,1,1.0,0.12,0.74,0.1343,94.0
2011-01-04 08:00:00,4,0,1,8,0,1,1.0,0.14,0.69,0.1642,179.0
2011-01-04 09:00:00,4,0,1,9,0,1,1.0,0.16,0.64,0.2239,100.0
2011-01-04 10:00:00,4,0,1,10,0,1,2.0,0.16,0.69,0.3284,42.0
2011-01-04 11:00:00,4,0,1,11,0,1,1.0,0.22,0.51,0.2985,57.0
2011-01-04 12:00:00,4,0,1,12,0,1,1.0,0.22,0.51,0.1642,78.0
2011-01-04 13:00:00,4,0,1,13,0,1,1.0,0.24,0.56,0.194,97.0
2011-01-04 14:00:00,4,0,1,14,0,1,1.0,0.26,0.52,0.2239,63.0
2011-01-04 15:00:00,4,0,1,15,0,1,1.0,0.28,0.52,0.2537,65.0
2011-01-04 16:00:00,4,0,1,16,0,1,1.0,0.3,0.49,0.2537,83.0
2011-01-04 17:00:00,4,0,1,17,0,1,1.0,0.28,0.48,0.2239,212.0
2011-01-04 18:00:00,4,0,1,18,0,1,1.0,0.26,0.48,0.194,182.0
2011-01-04 19:00:00,4,0,1,19,0,1,1.0,0.24,0.48,0.1045,112.0
2011-01-04 20:00:00,4,0,1,20,0,1,1.0,0.24,0.48,0.1045,54.0
2011-01-04 21:00:00,4,0,1,21,0,1,1.0,0.22,0.64,0.0,48.0
2011-01-04 22:00:00,4,0,1,22,0,1,1.0,0.22,0.64,0.0896,35.0
2011-01-04 23:00:00,4,0,1,23,0,1,1.0,0.2,0.69,0.0896,11.0
2011-01-05 00:00:00,4,0,1,0,0,2,1.0,0.2,0.64,0.0,6.0
2011-01-05 01:00:00,4,0,1,1,0,2,1.0,0.16,0.74,0.0896,6.0
2011-01-05 02:00:00,4,0,1,2,0,2,1.0,0.16,0.74,0.0896,2.0
2011-01-05 03:00:00,4,0,1,3,0,2,,,,,0.0
2011-01-05 04:00:00,4,0,1,4,0,2,1.0,0.24,0.48,0.2239,2.0
2011-01-05 05:00:00,4,0,1,5,0,2,1.0,0.22,0.47,0.1642,3.0
2011-01-05 06:00:00,4,0,1,6,0,2,1.0,0.2,0.47,0.2239,33.0
2011-01-05 07:00:00,4,0,1,7,0,2,1.0,0.18,0.43,0.194,88.0
2011-01-05 08:00:00,4,0,1,8,0,2,1.0,0.2,0.4,0.2985,195.0
2011-01-05 09:00:00,4,0,1,9,0,2,1.0,0.22,0.37,0.3284,115.0
2011-01-05 10:00:00,4,0,1,10,0,2,1.0,0.22,0.37,0.3284,57.0
2011-01-05 11:00:00,4,0,1,11,0,2,1.0,0.26,0.33,0.3284,46.0
2011-01-05 12:00:00,4,0,1,12,0,2,1.0,0.26,0.33,0.3284,79.0
2011-01-05 13:00:00,4,0,1,13,0,2,1.0,0.28,0.3,0.2985,71.0
2011-01-05 14:00:00,4,0,1,14,0,2,1.0,0.3,0.28,0.194,62.0
2011-01-05 15:00:00,4,0,1,15,0,2,1.0,0.3,0.28,0.194,62.0
2011-01-05 16:00:00,4,0,1,16,0,2,1.0,0.3,0.28,0.0896,89.0
2011-01-05 17:00:00,4,0,1,17,0,2,1.0,0.24,0.38,0.194,190.0
2011-01-05 18:00:00,4,0,1,18,0,2,1.0,0.24,0.38,0.1343,169.0
2011-01-05 19:00:00,4,0,1,19,0,2,1.0,0.24,0.38,0.1045,132.0
2011-01-05 20:00:00,4,0,1,20,0,2,1.0,0.22,0.47,0.1642,89.0
2011-01-05 21:00:00,4,0,1,21,0,2,1.0,0.2,0.51,0.194,43.0
2011-01-05 22:00:00,4,0,1,22,0,2,1.0,0.18,0.55,0.1343,42.0
2011-01-05 23:00:00,4,0,1,23,0,2,1.0,0.2,0.47,0.0,19.0
2011-01-06 00:00:00,4,0,1,0,0,3,1.0,0.18,0.55,0.0,11.0
2011-01-06 01:00:00,4,0,1,1,0,3,1.0,0.16,0.64,0.0,4.0
2011-01-06 02:00:00,4,0,1,2,0,3,1.0,0.16,0.64,0.0,2.0
2011-01-06 03:00:00,4,0,1,3,0,3,,,,,0.0
2011-01-06 04:00:00,4,0,1,4,0,3,2.0,0.16,0.64,0.0896,1.0
2011-01-06 05:00:00,4,0,1,5,0,3,2.0,0.14,0.69,0.0896,4.0
2011-01-06 06:00:00,4,0,1,6,0,3,2.0,0.14,0.63,0.1045,36.0
2011-01-06 07:00:00,4,0,1,7,0,3,2.0,0.16,0.59,0.0,95.0
2011-01-06 08:00:00,4,0,1,8,0,3,1.0,0.16,0.59,0.0,219.0
2011-01-06 09:00:00,4,0,1,9,0,3,2.0,0.18,0.51,0.0,122.0
2011-01-06 10:00:00,4,0,1,10,0,3,1.0,0.2,0.47,0.0,45.0
2011-01-06 11:00:00,4,0,1,11,0,3,1.0,0.22,0.44,0.0896,59.0
2011-01-06 12:00:00,4,0,1,12,0,3,1.0,0.26,0.35,0.0,84.0
2011-01-06 13:00:00,4,0,1,13,0,3,1.0,0.26,0.35,0.1045,67.0
2011-01-06 14:00:00,4,0,1,14,0,3,1.0,0.28,0.36,0.1642,70.0
2011-01-06 15:00:00,4,0,1,15,0,3,1.0,0.28,0.36,0.0,62.0
2011-01-06 16:00:00,4,0,1,16,0,3,1.0,0.26,0.38,0.1642,86.0
2011-01-06 17:00:00,4,0,1,17,0,3,1.0,0.22,0.51,0.1642,172.0
2011-01-06 18:00:00,4,0,1,18,0,3,1.0,0.22,0.51,0.1343,163.0
2011-01-06 19:00:00,4,0,1,19,0,3,1.0,0.22,0.55,0.0896,112.0
2011-01-06 20:00:00,4,0,1,20,0,3,1.0,0.2,0.51,0.1642,69.0
2011-01-06 21:00:00,4,0,1,21,0,3,2.0,0.22,0.55,0.2239,48.0
2011-01-06 22:00:00,4,0,1,22,0,3,2.0,0.22,0.51,0.2836,52.0
2011-01-06 23:00:00,4,0,1,23,0,3,2.0,0.2,0.59,0.194,23.0
2011-01-07 00:00:00,4,0,1,0,0,4,2.0,0.2,0.64,0.194,17.0
2011-01-07 01:00:00,4,0,1,1,0,4,2.0,0.2,0.69,0.2239,7.0
2011-01-07 02:00:00,4,0,1,2,0,4,2.0,0.2,0.69,0.2239,1.0
2011-01-07 03:00:00,4,0,1,3,0,4,,,,,0.0
2011-01-07 04:00:00,4,0,1,4,0,4,2.0,0.2,0.69,0.1343,1.0
2011-01-07 05:00:00,4,0,1,5,0,4,3.0,0.22,0.55,0.0,5.0
2011-01-07 06:00:00,4,0,1,6,0,4,2.0,0.2,0.69,0.0,34.0
2011-01-07 07:00:00,4,0,1,7,0,4,1.0,0.2,0.69,0.1343,84.0
2011-01-07 08:00:00,4,0,1,8,0,4,1.0,0.2,0.51,0.2537,210.0
2011-01-07 09:00:00,4,0,1,9,0,4,1.0,0.2,0.47,0.2985,134.0
2011-01-07 10:00:00,4,0,1,10,0,4,1.0,0.22,0.37,0.3284,63.0
2011-01-07 11:00:00,4,0,1,11,0,4,2.0,0.2,0.4,0.2239,67.0
2011-01-07 12:00:00,4,0,1,12,0,4,2.0,0.2,0.37,0.2537,59.0
2011-01-07 13:00:00,4,0,1,13,0,4,2.0,0.2,0.37,0.2836,73.0
2011-01-07 14:00:00,4,0,1,14,0,4,2.0,0.2,0.4,0.2537,50.0
2011-01-07 15:00:00,4,0,1,15,0,4,2.0,0.2,0.37,0.1642,72.0
2011-01-07 16:00:00,4,0,1,16,0,4,2.0,0.2,0.37,0.1642,87.0
2011-01-07 17:00:00,4,0,1,17,0,4,2.0,0.2,0.37,0.0,187.0
2011-01-07 18:00:00,4,0,1,18,0,4,1.0,0.2,0.4,0.0896,123.0
2011-01-07 19:00:00,4,0,1,19,0,4,1.0,0.16,0.55,0.0896,95.0
2011-01-07 20:00:00,4,0,1,20,0,4,1.0,0.18,0.47,0.1045,51.0
2011-01-07 21:00:00,4,0,1,21,0,4,1.0,0.18,0.47,0.1343,39.0
2011-01-07 22:00:00,4,0,1,22,0,4,2.0,0.18,0.43,0.1642,36.0
2011-01-07 23:00:00,4,0,1,23,0,4,2.0,0.18,0.51,0.1642,15.0
2011-01-08 00:00:00,4,0,1,0,0,5,2.0,0.18,0.51,0.1642,25.0
2011-01-08 01:00:00,4,0,1,1,0,5,2.0,0.18,0.55,0.0896,16.0
2011-01-08 02:00:00,4,0,1,2,0,5,2.0,0.18,0.55,0.0,16.0
2011-01-08 03:00:00,4,0,1,3,0,5,3.0,0.18,0.55,0.1642,7.0
2011-01-08 04:00:00,4,0,1,4,0,5,3.0,0.18,0.55,0.1642,1.0
2011-01-08 05:00:00,4,0,1,5,0,5,2.0,0.16,0.74,0.1642,5.0
2011-01-08 06:00:00,4,0,1,6,0,5,2.0,0.16,0.74,0.1642,2.0
2011-01-08 07:00:00,4,0,1,7,0,5,2.0,0.16,0.74,0.1045,9.0
2011-01-08 08:00:00,4,0,1,8,0,5,3.0,0.16,0.93,0.1045,15.0
2011-01-08 09:00:00,4,0,1,9,0,5,3.0,0.16,0.93,0.1045,20.0
2011-01-08 10:00:00,4,0,1,10,0,5,2.0,0.18,0.8,0.1642,61.0
2011-01-08 11:00:00,4,0,1,11,0,5,2.0,0.2,0.69,0.3881,62.0
2011-01-08 12:00:00,4,0,1,12,0,5,2.0,0.2,0.59,0.3582,98.0
2011-01-08 13:00:00,4,0,1,13,0,5,1.0,0.2,0.44,0.3284,102.0
2011-01-08 14:00:00,4,0,1,14,0,5,1.0,0.2,0.32,0.4925,95.0
2011-01-08 15:00:00,4,0,1,15,0,5,1.0,0.2,0.32,0.4478,74.0
2011-01-08 16:00:00,4,0,1,16,0,5,1.0,0.18,0.29,0.4478,76.0
2011-01-08 17:00:00,4,0,1,17,0,5,1.0,0.16,0.37,0.5522,69.0
2011-01-08 18:00:00,4,0,1,18,0,5,1.0,0.14,0.39,0.2985,55.0
2011-01-08 19:00:00,4,0,1,19,0,5,1.0,0.14,0.36,0.2537,30.0
2011-01-08 20:00:00,4,0,1,20,0,5,1.0,0.12,0.36,0.2537,28.0
2011-01-08 21:00:00,4,0,1,21,0,5,1.0,0.12,0.39,0.3582,37.0
2011-01-08 22:00:00,4,0,1,22,0,5,1.0,0.12,0.36,0.3881,34.0
2011-01-08 23:00:00,4,0,1,23,0,5,1.0,0.1,0.39,0.4478,22.0
2011-01-09 00:00:00,4,0,1,0,0,6,1.0,0.1,0.42,0.3881,25.0
2011-01-09 01:00:00,4,0,1,1,0,6,1.0,0.1,0.42,0.4627,12.0
2011-01-09 02:00:00,4,0,1,2,0,6,1.0,0.1,0.46,0.4627,11.0
2011-01-09 03:00:00,4,0,1,3,0,6,1.0,0.1,0.46,0.4179,4.0
2011-01-09 04:00:00,4,0,1,4,0,6,1.0,0.08,0.53,0.194,1.0
2011-01-09 05:00:00,4,0,1,5,0,6,1.0,0.08,0.53,0.194,1.0
2011-01-09 06:00:00,4,0,1,6,0,6,1.0,0.1,0.49,0.2836,1.0
2011-01-09 07:00:00,4,0,1,7,0,6,1.0,0.08,0.53,0.194,6.0
2011-01-09 08:00:00,4,0,1,8,0,6,1.0,0.1,0.49,0.2836,10.0
2011-01-09 09:00:00,4,0,1,9,0,6,1.0,0.12,0.46,0.5224,19.0
2011-01-09 10:00:00,4,0,1,10,0,6,1.0,0.14,0.43,0.3881,49.0
2011-01-09 11:00:00,4,0,1,11,0,6,1.0,0.16,0.4,0.5224,49.0
2011-01-09 12:00:00,4,0,1,12,0,6,1.0,0.18,0.37,0.4478,83.0
2011-01-09 13:00:00,4,0,1,13,0,6,1.0,0.2,0.34,0.4478,75.0
2011-01-09 14:00:00,4,0,1,14,0,6,1.0,0.22,0.32,0.4627,72.0
2011-01-09 15:00:00,4,0,1,15,0,6,1.0,0.22,0.35,0.3582,82.0
2011-01-09 16:00:00,4,0,1,16,0,6,1.0,0.2,0.34,0.4478,92.0
2011-01-09 17:00:00,4,0,1,17,0,6,1.0,0.18,0.37,0.3881,62.0
2011-01-09 18:00:00,4,0,1,18,0,6,1.0,0.16,0.4,0.3284,48.0
2011-01-09 19:00:00,4,0,1,19,0,6,1.0,0.16,0.43,0.3284,41.0
2011-01-09 20:00:00,4,0,1,20,0,6,1.0,0.14,0.46,0.2537,38.0
2011-01-09 21:00:00,4,0,1,21,0,6,1.0,0.14,0.46,0.4179,20.0
2011-01-09 22:00:00,4,0,1,22,0,6,1.0,0.14,0.46,0.2985,15.0
2011-01-09 23:00:00,4,0,1,23,0,6,1.0,0.12,0.5,0.194,6.0
2011-01-10 00:00:00,4,0,1,0,0,0,1.0,0.12,0.5,0.2836,5.0
2011-01-10 01:00:00,4,0,1,1,0,0,1.0,0.12,0.5,0.2836,1.0
2011-01-10 02:00:00,4,0,1,2,0,0,1.0,0.12,0.5,0.2239,3.0
2011-01-10 03:00:00,4,0,1,3,0,0,1.0,0.12,0.5,0.2239,1.0
2011-01-10 04:00:00,4,0,1,4,0,0,1.0,0.1,0.54,0.1343,3.0
2011-01-10 05:00:00,4,0,1,5,0,0,1.0,0.1,0.54,0.2537,3.0
2011-01-10 06:00:00,4,0,1,6,0,0,1.0,0.12,0.5,0.2836,31.0
2011-01-10 07:00:00,4,0,1,7,0,0,1.0,0.12,0.5,0.2239,77.0
2011-01-10 08:00:00,4,0,1,8,0,0,2.0,0.12,0.5,0.2836,188.0
2011-01-10 09:00:00,4,0,1,9,0,0,2.0,0.14,0.5,0.2537,94.0
2011-01-10 10:00:00,4,0,1,10,0,0,2.0,0.14,0.5,0.2985,31.0
2011-01-10 11:00:00,4,0,1,11,0,0,2.0,0.16,0.47,0.2836,30.0
2011-01-10 12:00:00,4,0,1,12,0,0,2.0,0.2,0.4,0.2836,52.0
2011-01-10 13:00:00,4,0,1,13,0,0,2.0,0.2,0.4,0.2836,54.0
2011-01-10 14:00:00,4,0,1,14,0,0,2.0,0.2,0.4,0.2239,47.0
2011-01-10 15:00:00,4,0,1,15,0,0,2.0,0.2,0.4,0.2239,45.0
2011-01-10 16:00:00,4,0,1,16,0,0,1.0,0.2,0.4,0.1343,74.0
2011-01-10 17:00:00,4,0,1,17,0,0,1.0,0.2,0.4,0.1045,178.0
2011-01-10 18:00:00,4,0,1,18,0,0,1.0,0.2,0.4,0.2239,155.0
2011-01-10 19:00:00,4,0,1,19,0,0,1.0,0.16,0.47,0.1642,95.0
2011-01-10 20:00:00,4,0,1,20,0,0,1.0,0.16,0.5,0.1642,74.0
2011-01-10 21:00:00,4,0,1,21,0,0,1.0,0.14,0.59,0.194,38.0
2011-01-10 22:00:00,4,0,1,22,0,0,1.0,0.14,0.59,0.1642,24.0
2011-01-10 23:00:00,4,0,1,23,0,0,1.0,0.14,0.59,0.1642,18.0
2011-01-11 00:00:00,4,0,1,0,0,1,1.0,0.14,0.59,0.1045,12.0
2011-01-11 01:00:00,4,0,1,1,0,1,1.0,0.14,0.59,0.1642,3.0
2011-01-11 02:00:00,4,0,1,2,0,1,2.0,0.16,0.55,0.194,3.0
2011-01-11 03:00:00,4,0,1,3,0,1,,,,,0.0
2011-01-11 04:00:00,4,0,1,4,0,1,,,,,0.0
2011-01-11 05:00:00,4,0,1,5,0,1,2.0,0.16,0.55,0.1343,6.0
2011-01-11 06:00:00,4,0,1,6,0,1,2.0,0.16,0.55,0.1343,27.0
2011-01-11 07:00:00,4,0,1,7,0,1,2.0,0.16,0.55,0.0,99.0
2011-01-11 08:00:00,4,0,1,8,0,1,2.0,0.18,0.51,0.0896,217.0
2011-01-11 09:00:00,4,0,1,9,0,1,2.0,0.18,0.51,0.1642,130.0
2011-01-11 10:00:00,4,0,1,10,0,1,2.0,0.2,0.51,0.1642,54.0
2011-01-11 11:00:00,4,0,1,11,0,1,2.0,0.2,0.47,0.1343,35.0
2011-01-11 12:00:00,4,0,1,12,0,1,2.0,0.2,0.51,0.1045,57.0
2011-01-11 13:00:00,4,0,1,13,0,1,2.0,0.2,0.59,0.0896,52.0
2011-01-11 14:00:00,4,0,1,14,0,1,2.0,0.2,0.59,0.0896,63.0
2011-01-11 15:00:00,4,0,1,15,0,1,2.0,0.16,0.8,0.0896,47.0
2011-01-11 16:00:00,4,0,1,16,0,1,2.0,0.16,0.86,0.2239,76.0
2011-01-11 17:00:00,4,0,1,17,0,1,2.0,0.16,0.86,0.2239,136.0
2011-01-11 18:00:00,4,0,1,18,0,1,3.0,0.16,0.93,0.1045,95.0
2011-01-11 19:00:00,4,0,1,19,0,1,3.0,0.16,0.93,0.0,51.0
2011-01-11 20:00:00,4,0,1,20,0,1,3.0,0.16,0.93,0.194,32.0
2011-01-11 21:00:00,4,0,1,21,0,1,3.0,0.16,0.86,0.0896,20.0
2011-01-11 22:00:00,4,0,1,22,0,1,3.0,0.16,0.93,0.1045,29.0
2011-01-11 23:00:00,4,0,1,23,0,1,3.0,0.16,0.93,0.0896,19.0
2011-01-12 00:00:00,4,0,1,0,0,2,2.0,0.16,0.86,0.0896,7.0
2011-01-12 01:00:00,4,0,1,1,0,2,2.0,0.16,0.86,0.1045,6.0
2011-01-12 02:00:00,4,0,1,2,0,2,1.0,0.14,0.86,0.1343,1.0
2011-01-12 03:00:00,4,0,1,3,0,2,,,,,0.0
2011-01-12 04:00:00,4,0,1,4,0,2,,,,,0.0
2011-01-12 05:00:00,4,0,1,5,0,2,1.0,0.14,0.86,0.1642,5.0
2011-01-12 06:00:00,4,0,1,6,0,2,1.0,0.12,0.93,0.1343,16.0
2011-01-12 07:00:00,4,0,1,7,0,2,1.0,0.14,0.69,0.1343,54.0
2011-01-12 08:00:00,4,0,1,8,0,2,1.0,0.16,0.59,0.1642,128.0
2011-01-12 09:00:00,4,0,1,9,0,2,1.0,0.16,0.59,0.3284,81.0
2011-01-12 10:00:00,4,0,1,10,0,2,1.0,0.18,0.55,0.2239,39.0
2011-01-12 11:00:00,4,0,1,11,0,2,1.0,0.2,0.51,0.3881,35.0
2011-01-12 12:00:00,4,0,1,12,0,2,1.0,0.2,0.47,0.5821,55.0
2011-01-12 13:00:00,4,0,1,13,0,2,1.0,0.22,0.44,0.3582,49.0
2011-01-12 14:00:00,4,0,1,14,0,2,1.0,0.2,0.47,0.3284,44.0
2011-01-12 15:00:00,4,0,1,15,0,2,1.0,0.2,0.47,0.4179,49.0
2011-01-12 16:00:00,4,0,1,16,0,2,1.0,0.22,0.44,0.3284,68.0
2011-01-12 17:00:00,4,0,1,17,0,2,1.0,0.2,0.47,0.3582,139.0
2011-01-12 18:00:00,4,0,1,18,0,2,1.0,0.2,0.47,0.5224,137.0
2011-01-12 19:00:00,4,0,1,19,0,2,1.0,0.18,0.47,0.4179,83.0
2011-01-12 20:00:00,4,0,1,20,0,2,1.0,0.16,0.5,0.3284,56.0
2011-01-12 21:00:00,4,0,1,21,0,2,1.0,0.16,0.55,0.3284,57.0
2011-01-12 22:00:00,4,0,1,22,0,2,1.0,0.16,0.55,0.4478,33.0
2011-01-12 23:00:00,4,0,1,23,0,2,1.0,0.14,0.59,0.4179,20.0
2011-01-13 00:00:00,4,0,1,0,0,3,1.0,0.14,0.59,0.2836,7.0
2011-01-13 01:00:00,4,0,1,1,0,3,1.0,0.14,0.5,0.2836,2.0
2011-01-13 02:00:00,4,0,1,2,0,3,1.0,0.14,0.5,0.3582,2.0
2011-01-13 03:00:00,4,0,1,3,0,3,1.0,0.14,0.5,0.3284,3.0
2011-01-13 04:00:00,4,0,1,4,0,3,1.0,0.14,0.5,0.2537,4.0
2011-01-13 05:00:00,4,0,1,5,0,3,1.0,0.14,0.5,0.2985,3.0
2011-01-13 06:00:00,4,0,1,6,0,3,1.0,0.12,0.54,0.1343,28.0
2011-01-13 07:00:00,4,0,1,7,0,3,1.0,0.12,0.54,0.1343,72.0
2011-01-13 08:00:00,4,0,1,8,0,3,1.0,0.14,0.5,0.194,202.0
2011-01-13 09:00:00,4,0,1,9,0,3,1.0,0.14,0.5,0.3284,139.0
2011-01-13 10:00:00,4,0,1,10,0,3,2.0,0.16,0.5,0.3582,38.0
2011-01-13 11:00:00,4,0,1,11,0,3,2.0,0.2,0.44,0.4478,37.0
2011-01-13 12:00:00,4,0,1,12,0,3,1.0,0.2,0.44,0.4179,52.0
2011-01-13 13:00:00,4,0,1,13,0,3,1.0,0.22,0.41,0.4478,83.0
2011-01-13 14:00:00,4,0,1,14,0,3,1.0,0.22,0.41,0.3881,42.0
2011-01-13 15:00:00,4,0,1,15,0,3,1.0,0.24,0.38,0.2985,60.0
2011-01-13 16:00:00,4,0,1,16,0,3,1.0,0.24,0.38,0.3582,78.0
2011-01-13 17:00:00,4,0,1,17,0,3,1.0,0.2,0.4,0.2836,162.0
